Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable,Calculated_Rate,Rate_Diff,Year_Index,Decade
"Plague, human",California,2006,Female,2,18220429,0.011,0.001,0.04,*,0.010976689956092692,2.3310043907306954e-05,6,2000
"Plague, human",California,2006,Male,0,18028441,0.0,0.0,0.02,-,0.0,0.0,6,2000
"Plague, human",California,2007,Total,0,36554575,0.0,0.0,0.01,-,0.0,0.0,7,2000
"Plague, human",California,2007,Female,0,18373955,0.0,0.0,0.02,-,0.0,0.0,7,2000
"Plague, human",California,2007,Male,0,18180620,0.0,0.0,0.02,-,0.0,0.0,7,2000
"Plague, human",California,2008,Total,0,36858270,0.0,0.0,0.01,-,0.0,0.0,8,2000
"Plague, human",California,2008,Female,0,18526603,0.0,0.0,0.02,-,0.0,0.0,8,2000
"Plague, human",California,2008,Male,0,18331667,0.0,0.0,0.02,-,0.0,0.0,8,2000
"Plague, human",California,2009,Total,0,37079253,0.0,0.0,0.01,-,0.0,0.0,9,2000
"Plague, human",California,2009,Female,0,18634031,0.0,0.0,0.02,-,0.0,0.0,9,2000
"Plague, human",California,2009,Male,0,18445222,0.0,0.0,0.02,-,0.0,0.0,9,2000
"Plague, human",California,2010,Total,0,37311439,0.0,0.0,0.01,-,0.0,0.0,10,2010
"Plague, human",California,2010,Female,0,18752748,0.0,0.0,0.02,-,0.0,0.0,10,2010
"Plague, human",California,2010,Male,0,18558691,0.0,0.0,0.02,-,0.0,0.0,10,2010
"Plague, human",California,2011,Total,0,37572186,0.0,0.0,0.01,-,0.0,0.0,11,2010
"Plague, human",California,2011,Female,0,18881056,0.0,0.0,0.02,-,0.0,0.0,11,2010
"Plague, human",California,2011,Male,0,18691131,0.0,0.0,0.02,-,0.0,0.0,11,2010
"Plague, human",California,2012,Total,0,37869573,0.0,0.0,0.01,-,0.0,0.0,12,2010
"Plague, human",California,2012,Female,0,19028077,0.0,0.0,0.019,-,0.0,0.0,12,2010
"Plague, human",California,2012,Male,0,18841496,0.0,0.0,0.02,-,0.0,0.0,12,2010
"Plague, human",California,2013,Total,0,38166117,0.0,0.0,0.01,-,0.0,0.0,13,2010
"Plague, human",California,2013,Female,0,19177344,0.0,0.0,0.019,-,0.0,0.0,13,2010
"Plague, human",California,2013,Male,0,18988773,0.0,0.0,0.019,-,0.0,0.0,13,2010
"Plague, human",California,2014,Total,0,38501494,0.0,0.0,0.01,-,0.0,0.0,14,2010
"Plague, human",California,2014,Female,0,19346905,0.0,0.0,0.019,-,0.0,0.0,14,2010
"Plague, human",California,2014,Male,0,19154588,0.0,0.0,0.019,-,0.0,0.0,14,2010
Psittacosis,California,2001,Total,16,34514777,0.046,0.026,0.075,*,0.046356956036540525,0.0003569560365405261,1,2000
Psittacosis,California,2001,Female,10,17340743,0.058,0.028,0.106,*,0.05766765587841305,0.0003323441215869541,1,2000
Psittacosis,California,2001,Male,6,17174034,0.035,0.013,0.076,*,0.03493646280192528,6.353719807472569e-05,1,2000
Psittacosis,California,2002,Total,1,34940334,0.003,0.0,0.016,*,0.002862021868480135,0.00013797813151986485,2,2000
Psittacosis,California,2002,Female,1,17555714,0.006,0.0,0.032,*,0.005696151122079113,0.0003038488779208868,2,2000
Psittacosis,California,2002,Male,0,17384620,0.0,0.0,0.021,-,0.0,0.0,2,2000
Psittacosis,California,2003,Total,1,35390986,0.003,0.0,0.016,*,0.002825578241872097,0.00017442175812790303,3,2000
Psittacosis,California,2003,Female,0,17783924,0.0,0.0,0.021,-,0.0,0.0,3,2000
Psittacosis,California,2003,Male,1,17607062,0.006,0.0,0.032,*,0.005679539266687423,0.00032046073331257717,3,2000
Psittacosis,California,2004,Total,1,35754827,0.003,0.0,0.016,*,0.002796825167130581,0.00020317483286941924,4,2000
Psittacosis,California,2004,Female,0,17969405,0.0,0.0,0.021,-,0.0,0.0,4,2000
Psittacosis,California,2004,Male,1,17785422,0.006,0.0,0.031,*,0.005622582359867537,0.0003774176401324632,4,2000
Psittacosis,California,2005,Total,2,35987637,0.006,0.001,0.02,*,0.005557464081345491,0.0004425359186545092,5,2000
Psittacosis,California,2005,Female,1,18088355,0.006,0.0,0.031,*,0.005528418698107152,0.00047158130189284796,5,2000
Psittacosis,California,2005,Male,1,17899282,0.006,0.0,0.031,*,0.005586816275647258,0.000413183724352742,5,2000
Psittacosis,California,2006,Total,2,36248870,0.006,0.001,0.02,*,0.005517413370402994,0.00048258662959700573,6,2000
Psittacosis,California,2006,Female,2,18220429,0.011,0.001,0.04,*,0.010976689956092692,2.3310043907306954e-05,6,2000
Psittacosis,California,2006,Male,0,18028441,0.0,0.0,0.02,-,0.0,0.0,6,2000
Psittacosis,California,2007,Total,1,36554575,0.003,0.0,0.015,*,0.002735635689923901,0.0002643643100760989,7,2000
Psittacosis,California,2007,Female,0,18373955,0.0,0.0,0.02,-,0.0,0.0,7,2000
Psittacosis,California,2007,Male,1,18180620,0.006,0.0,0.031,*,0.005500362473887029,0.0004996375261129707,7,2000
Psittacosis,California,2008,Total,1,36858270,0.003,0.0,0.015,*,0.002713095324332911,0.00028690467566708927,8,2000
Psittacosis,California,2008,Female,1,18526603,0.005,0.0,0.03,*,0.0053976435939173525,0.0003976435939173524,8,2000
Psittacosis,California,2008,Male,0,18331667,0.0,0.0,0.02,-,0.0,0.0,8,2000
Psittacosis,California,2009,Total,4,37079253,0.011,0.003,0.028,*,0.010787703840743502,0.00021229615925649759,9,2000
